,Date,MOY,DOW,HolidayTomorrow,Temp,Temp_NextForecast,Precipitation,Prec_NextForecast,Wind,picnic,new_hat,hat,WeekendTomorrow,naive_prediction,conditions,is_picnic,is_work,prob_cals,picnic_roll,rand_roll,medium_roll,block_picnic_due_to_last
5230,2011-04-30,4,6,0,52,48.0,0.21,0.3,9.35,0,1,1,1,0,good,False,True,0.5,False,False,False,False
5231,2011-05-01,5,7,0,46,46.0,0.36,0.7,8.54,0,0,0,1,0,good,False,False,0.8,False,False,True,True
5232,2011-05-02,5,1,0,49,75.0,0.57,0.0,5.54,0,0,0,0,0,good,False,False,0.8,False,False,False,True
5233,2011-05-03,5,2,0,73,68.0,0.0,0.0,5.3,0,0,0,0,0,good,False,True,0.0,False,False,False,False
5234,2011-05-04,5,3,0,66,56.0,0.0,0.1,7.4,0,0,0,0,0,good,False,True,0.0,False,False,False,False
5235,2011-05-05,5,4,0,57,48.0,0.1,0.1,5.95,0,0,0,0,0,good,False,True,0.0,False,False,False,False
5236,2011-05-06,5,5,0,51,58.0,0.12,0.0,4.81,0,0,1,0,0,good,False,True,0.5,False,False,False,False
5237,2011-05-07,5,6,0,53,58.0,0.03,0.0,5.57,0,0,1,1,0,good,False,True,0.5,False,False,False,False
5238,2011-05-08,5,7,0,60,62.0,0.0,0.2,31.42,0,0,0,1,0,good,False,False,0.0,False,False,False,False
5239,2011-05-09,5,1,0,58,60.0,0.15,0.1,5.04,0,0,0,0,0,good,False,False,0.0,False,False,False,False
5240,2011-05-10,5,2,0,63,63.0,0.04,0.1,7.47,0,0,0,0,0,good,False,True,0.0,False,False,False,False
5241,2011-05-11,5,3,0,59,59.0,0.04,0.4,6.38,0,0,0,0,0,good,False,True,0.0,False,False,False,False
5242,2011-05-12,5,4,0,54,61.0,0.42,0.0,9.41,0,0,1,0,0,good,False,True,0.8,False,False,True,False
5243,2011-05-13,5,5,0,64,55.0,0.0,0.0,6.17,0,0,0,0,0,good,False,True,0.0,False,False,False,False
5244,2011-05-14,5,6,0,55,49.0,0.03,0.1,6.21,0,0,1,1,0,good,False,True,0.5,False,False,False,False
5245,2011-05-15,5,7,0,51,57.0,0.1,0.0,6.74,0,0,0,1,0,good,True,False,0.5,True,False,False,False
5246,2011-05-16,5,1,0,53,50.0,0.0,0.1,6.54,0,0,0,0,0,good,False,False,0.5,False,False,True,False
5247,2011-05-17,5,2,0,52,56.0,0.05,0.3,5.55,0,1,1,0,0,good,False,True,0.5,False,False,False,False
5248,2011-05-18,5,3,0,57,59.0,0.33,0.2,7.21,0,0,1,0,0,good,False,True,0.3,False,False,False,False
5249,2011-05-19,5,4,0,62,50.0,0.14,0.0,6.6,0,0,0,0,0,good,False,True,0.0,False,False,False,False
5250,2011-05-20,5,5,0,52,51.0,0.03,0.0,5.91,0,0,1,0,0,good,False,True,0.5,False,False,True,False
5251,2011-05-21,5,6,0,52,67.0,0.0,0.3,5.62,0,0,1,1,0,good,False,True,0.5,False,False,False,False
5252,2011-05-22,5,7,0,61,64.0,0.31,0.6,4.55,0,0,0,1,0,good,False,False,0.3,False,False,False,True
5253,2011-05-23,5,1,0,63,59.0,0.63,0.4,5.71,0,0,0,0,0,good,False,False,0.3,False,False,False,True
5254,2011-05-24,5,2,0,66,67.0,0.34,0.5,4.68,0,0,1,0,0,good,False,True,0.3,False,False,False,False
5255,2011-05-25,5,3,0,66,68.0,0.42,0.2,5.31,0,0,1,0,0,good,False,True,0.3,False,False,False,False
5256,2011-05-26,5,4,0,65,66.0,0.18,0.0,3.52,0,0,0,0,0,good,False,True,0.0,False,False,False,False
5257,2011-05-27,5,5,0,66,67.0,1.02,1.2,4.61,0,0,1,0,0,good,False,True,0.0,False,False,False,False
5258,2011-05-28,5,6,0,66,49.0,0.87,2.1,6.28,0,0,1,1,1,good,False,True,0.0,False,False,False,False
5259,2011-05-29,5,7,1,49,50.0,1.9,0.8,11.77,0,0,0,1,1,good,False,False,0.0,False,False,False,False
5260,2011-05-30,5,1,0,46,54.0,0.87,1.1,12.12,0,0,0,0,0,good,False,False,0.0,False,False,False,False
5261,2011-05-31,5,2,0,50,53.0,1.16,1.1,10.44,0,0,1,0,1,good,False,True,0.0,False,False,False,False
5262,2011-06-01,6,3,0,48,50.0,0.43,0.0,12.02,0,1,1,0,1,good,False,True,0.8,False,False,True,False
5263,2011-06-02,6,4,0,50,63.0,0.95,0.2,10.4,0,0,1,0,0,good,False,True,0.0,False,False,False,False
5264,2011-06-03,6,5,0,57,57.0,0.53,0.1,5.58,0,0,1,0,0,good,False,True,0.3,False,False,False,False
5265,2011-06-04,6,6,0,55,64.0,0.1,0.0,5.65,0,0,1,1,0,good,False,True,0.5,False,False,False,False
5266,2011-06-05,6,7,0,60,56.0,0.08,0.4,4.64,0,0,0,1,0,good,True,False,0.0,True,False,False,False
5267,2011-06-06,6,1,0,61,56.0,0.28,0.3,5.9,0,0,0,0,0,good,False,False,0.3,False,False,False,False
5268,2011-06-07,6,2,0,56,53.0,0.26,0.5,5.72,0,0,1,0,0,good,False,True,0.3,False,False,True,False
5269,2011-06-08,6,3,0,54,50.0,0.61,0.3,5.71,0,0,1,0,0,good,False,True,0.8,False,False,True,False
5270,2011-06-09,6,4,0,55,65.0,0.46,0.3,5.32,0,0,1,0,0,good,False,True,0.8,False,False,True,False
5271,2011-06-10,6,5,0,61,61.0,0.36,3.6,10.27,0,0,1,0,0,good,False,True,0.3,False,False,False,False
5272,2011-06-11,6,6,0,63,62.0,1.3,0.0,8.65,0,0,1,1,1,good,False,True,0.0,False,False,False,False
5273,2011-06-12,6,7,0,63,63.0,0.78,2.4,6.12,0,0,0,1,0,good,False,False,0.3,False,False,False,True
5274,2011-06-13,6,1,0,65,62.0,2.45,0.9,6.51,0,0,0,0,1,good,False,False,0.0,False,False,False,True
5275,2011-06-14,6,2,0,56,47.0,0.88,0.0,4.71,0,0,1,0,1,good,False,True,0.0,False,False,False,False
5276,2011-06-15,6,3,0,48,57.0,0.0,2.0,5.2,0,0,1,0,0,good,False,True,0.5,False,False,True,False
5277,2011-06-16,6,4,0,58,58.0,1.33,0.0,3.2,0,0,1,0,1,good,False,True,0.0,False,False,False,False
5278,2011-06-17,6,5,0,60,57.0,0.27,0.2,2.6,0,1,1,0,0,good,False,True,0.3,False,False,False,False
5279,2011-06-18,6,6,0,61,61.0,0.16,0.7,7.07,0,0,0,1,0,good,False,True,0.0,False,False,False,False
5280,2011-06-19,6,7,0,62,54.0,0.72,0.1,3.07,0,0,1,1,0,good,True,False,0.3,True,False,True,False
5281,2011-06-20,6,1,0,53,59.0,0.07,1.3,4.51,0,0,1,0,0,good,True,False,0.5,True,False,False,False
5282,2011-06-21,6,2,0,60,59.0,0.95,0.2,3.08,0,0,1,0,1,good,False,True,0.0,False,False,False,False
5283,2011-06-22,6,3,0,58,52.0,0.03,0.0,4.78,0,0,0,0,0,good,False,True,0.0,False,False,False,False
5284,2011-06-23,6,4,0,51,60.0,0.0,0.2,6.01,0,0,1,0,0,good,False,True,0.5,False,False,True,False
5285,2011-06-24,6,5,0,59,63.0,0.22,0.1,4.05,0,0,0,0,0,good,False,True,0.0,False,False,False,False
5286,2011-06-25,6,6,0,62,66.0,0.11,0.1,6.58,0,0,0,1,0,good,False,True,0.0,False,False,False,False
5287,2011-06-26,6,7,0,60,59.0,0.11,0.1,4.95,0,0,0,1,0,good,False,False,0.0,False,False,False,True
5288,2011-06-27,6,1,0,55,54.0,0.1,0.1,5.45,0,0,0,0,0,good,False,False,0.5,False,False,True,True
5289,2011-06-28,6,2,0,55,76.0,0.06,15.9,3.4,0,0,1,0,0,good,False,True,0.5,False,False,True,False
5290,2011-06-29,6,3,0,80,52.0,7.61,0.4,6.54,0,0,1,0,1,good,False,True,0.0,False,False,False,False
5291,2011-06-30,6,4,0,56,66.0,0.19,0.3,5.41,0,0,0,0,0,good,False,True,0.0,False,False,False,False
5292,2011-07-01,7,5,0,66,68.0,0.25,0.2,3.72,0,0,0,0,0,good,False,True,0.0,False,False,False,False
5293,2011-07-02,7,6,0,69,67.0,0.16,0.6,5.21,0,0,0,1,0,good,False,True,0.0,False,False,False,False
5294,2011-07-03,7,7,1,69,70.0,0.68,0.2,4.04,0,0,0,1,0,good,True,False,0.3,True,False,False,False
5295,2011-07-04,7,1,0,66,55.0,0.33,2.6,3.82,0,1,1,0,0,good,True,False,0.3,True,False,False,False
5296,2011-07-05,7,2,0,53,52.0,1.2,0.7,10.37,0,0,1,0,1,good,False,True,0.0,False,False,False,False
5297,2011-07-06,7,3,0,53,53.0,0.63,1.1,8.24,0,0,1,0,0,good,False,True,0.8,False,False,True,False
5298,2011-07-07,7,4,0,52,52.0,1.07,0.4,9.02,0,0,1,0,1,good,False,True,0.0,False,False,False,False
5299,2011-07-08,7,5,0,51,51.0,0.12,0.0,9.84,0,0,1,0,0,good,False,True,0.5,False,False,False,False
5300,2011-07-09,7,6,0,55,59.0,2.25,1.8,8.64,0,0,1,1,0,good,False,True,0.0,False,False,False,False
5301,2011-07-10,7,7,0,62,63.0,0.56,0.3,2.55,0,0,0,1,1,good,False,False,0.3,False,False,True,True
5302,2011-07-11,7,1,0,67,66.0,0.25,0.7,2.54,0,0,0,0,0,good,False,False,0.0,False,False,False,True
5303,2011-07-12,7,2,0,63,65.0,0.67,0.8,3.3,0,0,1,0,0,good,False,True,0.3,False,False,False,False
5304,2011-07-13,7,3,0,67,69.0,0.83,0.4,3.71,0,0,1,0,0,good,False,True,0.0,False,False,False,False
5305,2011-07-14,7,4,0,67,69.0,0.49,1.2,3.85,0,0,1,0,0,good,False,True,0.3,False,False,True,False
5306,2011-07-15,7,5,0,68,67.0,1.73,0.7,4.85,0,0,1,0,1,good,False,True,0.0,False,False,False,False
5307,2011-07-16,7,6,0,67,61.0,0.22,2.9,4.0,0,0,0,1,0,good,False,True,0.0,False,False,False,False
5308,2011-07-17,7,7,0,66,69.0,1.36,0.9,1.17,0,0,1,1,1,good,True,False,0.0,True,False,False,False
5309,2011-07-18,7,1,0,64,57.0,1.46,1.4,6.81,0,0,1,0,1,good,True,False,0.0,True,False,False,False
5310,2011-07-19,7,2,0,59,76.0,1.37,2.1,9.18,0,0,1,0,1,good,False,True,0.0,False,False,False,False
5311,2011-07-20,7,3,0,69,76.0,2.21,2.2,3.87,0,1,1,0,1,good,False,True,0.0,False,False,False,False
5312,2011-07-21,7,4,0,70,74.0,2.12,6.0,1.9,0,0,1,0,1,good,False,True,0.0,False,False,False,False
5313,2011-07-22,7,5,0,71,84.0,5.9,3.3,6.02,0,0,1,0,1,good,False,True,0.0,False,False,False,False
5314,2011-07-23,7,6,0,76,67.0,3.04,0.7,7.24,0,0,1,1,1,good,False,True,0.0,False,False,False,False
5315,2011-07-24,7,7,0,64,66.0,0.67,2.5,7.57,0,0,0,1,0,good,False,False,0.3,False,False,False,True
5316,2011-07-25,7,1,0,70,74.0,2.73,2.8,3.95,0,0,0,0,1,good,False,False,0.0,False,False,False,True
5317,2011-07-26,7,2,0,75,54.0,2.95,1.2,8.28,0,0,1,0,1,good,False,True,0.0,False,False,False,False
5318,2011-07-27,7,3,0,58,63.0,1.13,3.4,8.87,0,0,1,0,1,good,False,True,0.0,False,False,False,False
5319,2011-07-28,7,4,0,69,74.0,3.22,2.2,5.75,0,0,1,0,1,good,False,True,0.0,False,False,False,False
5320,2011-07-29,7,5,0,70,76.0,2.09,2.3,6.45,0,0,1,0,1,good,False,True,0.0,False,False,False,False
5321,2011-07-30,7,6,0,72,71.0,2.28,0.2,6.65,0,0,1,1,1,good,False,True,0.0,False,False,False,False
5322,2011-07-31,7,7,0,70,65.0,0.0,0.0,7.45,0,0,0,1,0,good,False,False,0.0,False,False,False,False
5323,2011-08-01,8,1,0,69,69.0,2.6,0.9,6.27,0,0,1,0,0,good,True,False,0.0,True,False,False,False
5324,2011-08-02,8,2,0,72,70.0,2.3,7.7,7.97,0,0,1,0,1,good,False,True,0.0,False,False,False,False
5325,2011-08-03,8,3,0,72,59.0,7.25,0.0,3.57,0,0,1,0,1,good,False,True,0.0,False,False,False,False
5326,2011-08-04,8,4,0,64,66.0,0.44,0.1,7.88,0,1,1,0,0,good,False,True,0.3,False,False,False,False
5327,2011-08-05,8,5,0,68,60.0,0.1,0.8,8.92,0,0,0,0,0,good,False,True,0.0,False,False,False,False
5328,2011-08-06,8,6,0,65,77.0,0.68,3.7,6.1,0,0,1,1,0,good,False,True,0.3,False,False,True,False
5329,2011-08-07,8,7,0,71,70.0,2.2,2.7,4.84,0,0,0,1,1,good,False,False,0.0,False,False,False,True
5330,2011-08-08,8,1,0,72,73.0,2.65,2.9,5.28,0,0,0,0,1,good,False,False,0.0,False,False,False,True
5331,2011-08-09,8,2,0,68,61.0,3.1,2.3,4.74,0,0,1,0,1,good,False,True,0.0,False,False,False,False
5332,2011-08-10,8,3,0,64,58.0,2.41,0.5,7.55,0,0,1,0,1,good,False,True,0.0,False,False,False,False
5333,2011-08-11,8,4,0,60,69.0,0.24,0.3,5.57,0,0,0,0,0,good,False,True,0.0,False,False,False,False
5334,2011-08-12,8,5,0,64,52.0,0.21,0.2,4.85,0,0,0,0,0,good,False,True,0.0,False,False,False,False
5335,2011-08-13,8,6,0,49,59.0,0.34,0.3,6.78,0,0,1,1,0,good,False,True,0.8,False,False,False,False
5336,2011-08-14,8,7,0,62,60.0,0.36,0.8,3.6,0,0,1,1,0,good,True,False,0.3,True,False,False,False
5337,2011-08-15,8,1,0,62,59.0,0.65,0.6,6.38,0,0,1,0,0,good,True,False,0.3,True,False,False,False
5338,2011-08-16,8,2,0,63,66.0,0.6,0.2,6.22,0,0,1,0,0,good,False,True,0.3,False,False,False,False
5339,2011-08-17,8,3,0,64,58.0,0.21,0.1,4.85,0,0,0,0,0,good,False,True,0.0,False,False,False,False
5340,2011-08-18,8,4,0,59,62.0,0.1,0.2,5.57,0,0,0,0,0,good,False,True,0.0,False,False,False,False
5341,2011-08-19,8,5,0,64,55.0,0.26,0.1,6.0,0,0,0,0,0,good,False,True,0.3,False,False,False,False
5342,2011-08-20,8,6,0,58,60.0,0.08,0.0,3.27,0,0,0,1,0,good,False,True,0.0,False,False,False,False
5343,2011-08-21,8,7,0,63,61.0,0.0,0.3,5.28,0,1,0,1,0,good,False,False,0.0,False,False,False,True
5344,2011-08-22,8,1,0,58,52.0,0.29,0.7,3.51,0,0,0,0,0,good,False,False,0.3,False,False,False,True
5345,2011-08-23,8,2,0,56,64.0,0.66,0.2,3.35,0,0,1,0,0,good,False,True,0.3,False,False,False,False
5346,2011-08-24,8,3,0,62,67.0,0.31,0.1,5.14,0,0,1,0,0,good,False,True,0.3,False,False,False,False
5347,2011-08-25,8,4,0,61,61.0,0.06,0.0,4.75,0,0,0,0,0,good,False,True,0.0,False,False,False,False
5348,2011-08-26,8,5,0,63,61.0,0.01,0.4,4.97,0,0,0,0,0,good,False,True,0.0,False,False,False,False
5349,2011-08-27,8,6,0,59,69.0,0.55,0.2,4.77,0,0,1,1,0,good,False,True,0.3,False,False,False,False
5350,2011-08-28,8,7,0,65,56.0,0.17,0.2,3.1,0,0,0,1,0,good,False,False,0.0,False,False,False,False
5351,2011-08-29,8,1,0,57,67.0,0.33,3.8,3.27,0,0,0,0,0,good,False,False,0.3,False,False,False,False
5352,2011-08-30,8,2,0,66,49.0,1.41,0.0,3.41,0,0,1,0,1,good,False,True,0.0,False,False,False,False
5353,2011-08-31,8,3,0,51,63.0,0.42,0.1,7.81,0,0,1,0,0,good,False,True,0.8,False,False,True,False
5354,2011-09-01,9,4,0,59,51.0,0.14,0.3,6.1,0,0,0,0,0,good,False,True,0.0,False,False,False,False
5355,2011-09-02,9,5,0,55,50.0,0.23,0.2,5.7,0,0,1,0,0,good,False,True,0.5,False,False,True,False
5356,2011-09-03,9,6,0,50,44.0,0.19,1.6,7.45,0,0,1,1,0,good,False,True,0.5,False,False,False,False
5357,2011-09-04,9,7,1,46,47.0,1.65,0.0,5.21,0,0,0,1,1,good,False,False,0.0,False,False,False,False
5358,2011-09-05,9,1,0,46,51.0,0.09,2.0,7.47,0,0,0,0,0,good,False,False,0.5,False,False,False,False
5359,2011-09-06,9,2,0,49,45.0,1.13,0.1,3.0,0,1,1,0,1,good,False,True,0.0,False,False,False,False
5360,2011-09-07,9,3,0,44,45.0,0.01,6.2,8.28,0,0,1,0,0,good,False,True,0.5,False,False,True,False
5361,2011-09-08,9,4,0,49,75.0,2.7,0.8,7.97,0,0,1,0,1,good,False,True,0.0,False,False,False,False
5362,2011-09-09,9,5,0,70,74.0,0.22,0.1,2.0,0,0,0,0,0,good,False,True,0.0,False,False,False,False
5363,2011-09-10,9,6,0,71,76.0,0.08,0.0,4.5,0,0,0,1,0,good,False,True,0.0,False,False,False,False
5364,2011-09-11,9,7,0,74,75.0,0.05,0.0,6.5,0,0,0,1,0,good,True,False,0.0,True,False,False,False
5365,2011-09-12,9,1,0,77,44.0,0.0,0.0,1.6,0,0,0,0,0,good,True,False,0.0,True,False,False,False
5366,2011-09-13,9,2,0,44,57.0,0.0,0.0,5.7,0,0,1,0,0,good,False,True,0.5,False,False,True,False
5367,2011-09-14,9,3,0,54,51.0,1.89,0.0,12.7,0,0,1,0,0,good,False,True,0.0,False,False,False,False
5368,2011-09-15,9,4,0,47,46.0,0.0,0.0,4.9,0,0,1,0,0,good,False,True,0.5,False,False,True,False
5369,2011-09-16,9,5,0,47,39.0,0.0,0.1,3.2,0,0,1,0,0,good,False,True,0.5,False,False,False,False
5370,2011-09-17,9,6,0,41,46.0,0.07,0.6,16.9,0,0,1,1,0,good,False,True,0.5,False,False,False,False
5371,2011-09-18,9,7,0,43,42.0,0.66,0.0,7.2,0,0,0,1,0,good,False,False,0.8,False,False,True,True
5372,2011-09-19,9,1,0,46,48.0,0.0,0.0,14.1,0,0,0,0,0,good,False,False,0.5,False,False,False,True
5373,2011-09-20,9,2,0,50,40.0,0.0,0.0,1.4,0,0,1,0,0,good,False,True,0.5,False,False,False,False
5374,2011-09-21,9,3,0,41,65.0,0.0,0.0,8.5,0,1,1,0,0,good,False,True,0.5,False,False,True,False
5375,2011-09-22,9,4,0,60,40.0,0.0,0.1,2.4,0,0,0,0,0,good,False,True,0.0,False,False,False,False
5376,2011-09-23,9,5,0,44,43.0,0.12,0.0,6.3,0,0,1,0,0,good,False,True,0.5,False,False,False,False
5377,2011-09-24,9,6,0,44,48.0,0.0,1.6,2.1,0,0,1,1,0,good,False,True,0.5,False,False,False,False
5378,2011-09-25,9,7,0,46,43.0,0.88,0.0,7.0,0,0,1,1,1,good,True,False,0.0,True,False,False,False
5379,2011-09-26,9,1,0,44,56.0,0.0,1.4,9.3,0,0,1,0,0,good,True,False,0.5,True,False,False,False
5380,2011-09-27,9,2,0,52,45.0,2.19,0.2,12.9,0,0,1,0,1,good,False,True,0.0,False,False,False,False
5381,2011-09-28,9,3,0,46,40.0,0.14,0.6,2.5,0,0,1,0,0,good,False,True,0.5,False,False,True,False
5382,2011-09-29,9,4,0,44,29.0,0.58,0.0,4.7,0,0,1,0,1,good,False,True,0.8,False,False,True,False
5383,2011-09-30,9,5,0,30,51.0,0.0,0.0,14.1,0,0,1,0,0,good,False,True,0.0,False,False,False,False
5384,2011-10-01,10,6,0,48,36.0,0.0,0.0,1.6,0,0,1,1,1,good,False,True,0.5,False,False,False,False
5385,2011-10-02,10,7,0,40,43.0,0.0,0.0,2.6,0,0,0,1,0,good,False,False,0.5,False,False,False,True
5386,2011-10-03,10,1,0,43,47.0,0.0,0.0,1.3,0,0,0,0,0,good,False,False,0.5,False,False,False,True
5387,2011-10-04,10,2,0,44,63.0,0.0,0.0,13.0,0,0,1,0,0,good,False,True,0.5,False,False,False,False
5388,2011-10-05,10,3,0,60,59.0,0.0,0.0,4.05,0,0,0,0,0,good,False,True,0.0,False,False,False,False
5389,2011-10-06,10,4,0,60,59.0,0.0,0.0,0.0,0,0,0,0,0,good,False,True,0.0,False,False,False,False
5390,2011-10-07,10,5,0,60,51.0,0.0,3.5,8.31,0,0,0,0,0,good,False,True,0.0,False,False,False,False
5391,2011-10-08,10,6,0,48,53.0,1.31,1.6,1.7,0,1,1,1,1,good,False,True,0.0,False,False,False,False
5392,2011-10-09,10,7,1,49,31.0,0.59,0.1,6.7,0,0,1,1,0,good,True,False,0.8,True,False,True,False
5393,2011-10-10,10,1,0,34,48.0,0.09,0.1,5.0,0,0,0,0,0,good,False,False,0.0,False,False,False,False
5394,2011-10-11,10,2,0,46,56.0,0.07,0.0,2.6,0,0,1,0,0,good,False,True,0.5,False,False,True,False
5395,2011-10-12,10,3,0,51,26.0,0.0,0.0,3.7,0,0,1,0,1,good,False,True,0.5,False,False,True,False
5396,2011-10-13,10,4,0,28,58.0,0.0,0.0,4.3,0,0,1,0,0,good,False,True,0.0,False,False,False,False
5397,2011-10-14,10,5,0,60,47.0,0.0,0.3,8.5,0,0,0,0,0,good,False,True,0.0,False,False,False,False
5398,2011-10-15,10,6,0,45,58.0,0.24,0.0,6.8,0,0,1,1,0,good,False,True,0.5,False,False,True,False
5399,2011-10-16,10,7,0,59,59.0,0.0,0.0,4.9,0,0,0,1,0,good,False,False,0.0,False,False,False,True
5400,2011-10-17,10,1,0,59,72.0,0.0,0.0,3.4,0,0,0,0,0,good,False,False,0.0,False,False,False,True
5401,2011-10-18,10,2,0,69,60.0,0.0,0.0,3.7,0,0,0,0,0,good,False,True,0.0,False,False,False,False
5402,2011-10-19,10,3,0,65,52.0,0.0,0.4,1.7,0,0,0,0,0,good,False,True,0.0,False,False,False,False
5403,2011-10-20,10,4,0,47,57.0,0.29,0.0,3.1,0,0,1,0,0,good,False,True,0.8,False,False,False,False
5404,2011-10-21,10,5,0,63,67.0,0.0,0.0,6.0,0,0,0,0,0,good,False,True,0.0,False,False,False,False
5405,2011-10-22,10,6,0,62,66.0,0.0,0.0,6.4,0,0,0,1,0,good,False,True,0.0,False,False,False,False
5406,2011-10-23,10,7,0,71,72.0,0.0,0.0,0.0,0,0,0,1,0,good,False,False,0.0,False,False,False,False
5407,2011-10-24,10,1,0,72,58.0,0.0,0.0,1.1,0,0,0,0,0,good,False,False,0.0,False,False,False,False
5408,2011-10-25,10,2,0,58,71.0,0.0,0.0,1.0,0,1,0,0,0,good,False,True,0.0,False,False,False,False
5409,2011-10-26,10,3,0,67,68.0,0.0,0.0,5.4,0,0,0,0,0,good,False,True,0.0,False,False,False,False
5410,2011-10-27,10,4,0,69,59.0,0.0,0.0,0.7,0,0,0,0,0,good,False,True,0.0,False,False,False,False
5411,2011-10-28,10,5,0,58,66.0,0.0,0.1,0.0,0,0,0,0,0,good,False,True,0.0,False,False,False,False
5412,2011-10-29,10,6,0,72,67.0,0.06,0.0,2.0,0,0,0,1,0,good,False,True,0.0,False,False,False,False
5413,2011-10-30,10,7,0,69,67.0,0.0,0.0,3.8,0,0,0,1,0,good,False,False,0.0,False,False,False,False
5414,2011-10-31,10,1,0,63,62.0,0.0,0.0,3.0,0,0,0,0,0,good,True,False,0.0,True,False,False,False
5415,2011-11-01,11,2,0,63,75.0,0.0,0.0,4.7,0,0,0,0,0,good,False,True,0.0,False,False,False,False
5416,2011-11-02,11,3,0,74,78.0,0.0,0.0,4.7,0,0,0,0,0,good,False,True,0.0,False,False,False,False
5417,2011-11-03,11,4,0,72,64.0,0.0,0.0,5.5,0,0,0,0,0,good,False,True,0.0,False,False,False,False
5418,2011-11-04,11,5,0,69,61.0,0.0,0.0,0.3,0,0,0,0,0,good,False,True,0.0,False,False,False,False
5419,2011-11-05,11,6,0,64,62.0,0.0,0.0,3.2,0,0,0,1,0,good,False,True,0.0,False,False,False,False
5420,2011-11-06,11,7,0,64,68.0,0.0,0.0,3.3,0,0,0,1,0,good,False,False,0.0,False,False,False,True
5421,2011-11-07,11,1,0,67,57.0,0.0,0.1,1.3,0,0,0,0,0,good,False,False,0.0,False,False,False,True
5422,2011-11-08,11,2,0,63,59.0,0.05,0.0,1.4,0,0,0,0,0,good,False,True,0.0,False,False,False,False
5423,2011-11-09,11,3,0,59,63.0,0.0,0.0,5.8,0,0,0,0,0,good,False,True,0.0,False,False,False,False
5424,2011-11-10,11,4,1,63,66.0,0.0,0.0,5.1,0,1,0,0,0,good,False,True,0.0,False,False,False,False
5425,2011-11-11,11,5,0,67,35.0,0.0,0.1,1.7,0,0,0,0,1,good,False,False,0.0,False,False,False,False
5426,2011-11-12,11,6,0,37,39.0,0.08,0.0,7.8,0,0,1,1,0,good,False,True,0.0,False,False,False,False
5427,2011-11-13,11,7,0,36,46.0,0.01,0.0,13.3,0,0,0,1,0,good,False,False,0.0,False,False,False,False
5428,2011-11-14,11,1,0,45,36.0,0.0,0.0,10.9,0,0,0,0,0,good,False,False,0.5,False,False,True,False
5429,2011-11-15,11,2,0,37,53.0,0.05,0.0,6.7,0,0,1,0,0,good,False,True,0.0,False,False,False,False
5430,2011-11-16,11,3,0,49,46.0,0.0,0.0,4.4,0,0,1,0,0,good,False,True,0.5,False,False,False,False
5431,2011-11-17,11,4,0,42,45.0,0.0,0.1,9.2,0,0,1,0,0,good,False,True,0.5,False,False,True,False
5432,2011-11-18,11,5,0,47,43.0,0.13,0.1,7.3,0,0,1,0,0,good,False,True,0.5,False,False,True,False
5433,2011-11-19,11,6,0,46,53.0,0.1,0.3,4.2,0,0,1,1,0,good,False,True,0.5,False,False,False,False
5434,2011-11-20,11,7,0,50,50.0,0.36,0.3,5.6,0,0,0,1,0,good,False,False,0.8,False,False,True,False
5435,2011-11-21,11,1,0,50,76.0,0.36,0.0,5.6,0,0,0,0,0,good,False,False,0.8,False,False,False,False
5436,2011-11-22,11,2,0,77,77.0,0.0,0.0,4.8,0,0,0,0,0,good,False,True,0.0,False,False,False,False
5437,2011-11-23,11,3,1,81,79.0,0.0,0.0,14.2,0,0,0,0,0,good,False,True,0.0,False,False,False,False
5438,2011-11-24,11,4,0,80,76.0,0.0,0.0,5.5,0,0,0,0,0,good,False,False,0.0,False,False,False,False
5439,2011-11-25,11,5,0,79,75.0,0.0,0.0,8.3,0,0,0,0,0,good,False,True,0.0,False,False,False,False
5440,2011-11-26,11,6,0,81,83.0,0.0,0.0,14.7,0,1,0,1,0,good,False,True,0.0,False,False,False,False
5441,2011-11-27,11,7,0,81,79.0,0.0,0.0,11.4,0,0,0,1,0,good,False,False,0.0,False,False,False,False
5442,2011-11-28,11,1,0,79,85.0,0.0,0.0,7.4,0,0,0,0,0,good,False,False,0.0,False,False,False,False
5443,2011-11-29,11,2,0,78,83.0,0.0,0.0,9.5,0,0,0,0,0,good,False,True,0.0,False,False,False,False
5444,2011-11-30,11,3,0,79,89.0,0.0,0.0,5.7,0,0,0,0,0,good,False,True,0.0,False,False,False,False
5445,2011-12-01,12,4,0,82,74.0,0.0,0.0,2.1,0,0,0,0,0,good,False,True,0.0,False,False,False,False
5446,2011-12-02,12,5,0,80,80.0,0.0,0.0,11.7,0,0,0,0,0,good,False,True,0.0,False,False,False,False
5447,2011-12-03,12,6,0,81,73.0,0.0,0.1,13.9,0,0,0,1,0,good,False,True,0.0,False,False,False,False
5448,2011-12-04,12,7,0,79,70.0,0.08,0.0,4.1,0,0,0,1,0,good,False,False,0.0,False,False,False,False
5449,2011-12-05,12,1,0,75,76.0,0.04,0.2,0.3,0,0,0,0,0,good,False,False,0.0,False,False,False,False
5450,2011-12-06,12,2,0,75,83.0,0.21,0.0,3.0,0,0,0,0,0,good,False,True,0.0,False,False,False,False
5451,2011-12-07,12,3,0,78,71.0,0.0,0.0,6.3,0,0,0,0,0,good,False,True,0.0,False,False,False,False
5452,2011-12-08,12,4,0,76,76.0,0.0,0.0,2.7,0,0,0,0,0,good,False,True,0.0,False,False,False,False
