,Date,MOY,DOW,HolidayTomorrow,Temp,Temp_NextForecast,Precipitation,Prec_NextForecast,Wind
4042,2008-01-28,1,1,0,55,55.0,0.92,1.7,8.15
4043,2008-01-29,1,2,0,55,53.0,1.24,0.0,2.74
4044,2008-01-30,1,3,0,59,47.0,0.0,0.2,13.28
4045,2008-01-31,1,4,0,52,55.0,0.25,0.5,14.9
4046,2008-02-01,2,5,0,58,59.0,0.52,0.1,9.07
4047,2008-02-02,2,6,0,61,59.0,0.2,0.4,4.94
4048,2008-02-03,2,7,0,62,74.0,0.57,0.0,6.57
4049,2008-02-04,2,1,0,68,59.0,0.03,0.0,8.61
4050,2008-02-05,2,2,0,57,62.0,0.0,0.7,14.27
4051,2008-02-06,2,3,0,60,66.0,0.54,0.0,9.34
4052,2008-02-07,2,4,0,67,45.0,0.0,0.1,12.41
4053,2008-02-08,2,5,0,48,55.0,0.16,0.2,11.04
4054,2008-02-09,2,6,0,59,61.0,0.25,0.3,12.58
4055,2008-02-10,2,7,0,59,58.0,0.42,0.0,14.48
4056,2008-02-11,2,1,0,59,68.0,0.0,0.0,9.48
4057,2008-02-12,2,2,0,62,60.0,0.0,1.9,9.37
4058,2008-02-13,2,3,0,59,70.0,1.02,0.0,12.88
4059,2008-02-14,2,4,0,64,62.0,0.01,0.5,10.71
4060,2008-02-15,2,5,0,63,58.0,0.49,0.0,7.38
4061,2008-02-16,2,6,0,56,54.0,0.0,0.0,13.85
4062,2008-02-17,2,7,1,59,55.0,0.0,0.0,10.82
4063,2008-02-18,2,1,0,60,56.0,0.0,0.3,11.17
4064,2008-02-19,2,2,0,61,59.0,0.37,0.1,7.94
4065,2008-02-20,2,3,0,62,51.0,0.04,0.3,9.22
4066,2008-02-21,2,4,0,56,55.0,0.33,0.5,12.24
4067,2008-02-22,2,5,0,56,47.0,0.53,0.5,13.87
4068,2008-02-23,2,6,0,47,55.0,0.53,0.1,6.8
4069,2008-02-24,2,7,0,55,35.0,0.15,0.4,6.34
4070,2008-02-25,2,1,0,38,50.0,0.36,0.6,5.45
4071,2008-02-26,2,2,0,53,56.0,0.53,0.9,6.3
4072,2008-02-27,2,3,0,57,53.0,0.84,0.0,10.68
4073,2008-02-28,2,4,0,54,50.0,0.16,0.2,8.72
4074,2008-02-29,2,5,0,55,57.0,0.15,0.3,6.34
4075,2008-03-01,3,6,0,53,53.0,0.27,0.0,10.6
4076,2008-03-02,3,7,0,55,40.0,0.05,1.3,8.44
4077,2008-03-03,3,1,0,41,47.0,1.28,0.0,4.47
4078,2008-03-04,3,2,0,47,50.0,0.16,2.1,6.22
4079,2008-03-05,3,3,0,46,45.0,1.17,0.0,6.14
4080,2008-03-06,3,4,0,48,47.0,4.22,0.9,4.8
4081,2008-03-07,3,5,0,49,42.0,0.88,1.1,7.9
4082,2008-03-08,3,6,0,43,51.0,1.07,0.3,8.32
4083,2008-03-09,3,7,0,48,49.0,0.02,0.1,6.58
4084,2008-03-10,3,1,0,48,58.0,0.13,0.2,7.98
4085,2008-03-11,3,2,0,54,48.0,0.24,0.3,5.57
4086,2008-03-12,3,3,0,49,50.0,0.21,0.6,5.24
4087,2008-03-13,3,4,0,54,35.0,0.57,0.3,6.67
4088,2008-03-14,3,5,0,33,37.0,1.06,0.5,9.52
4089,2008-03-15,3,6,0,40,38.0,0.82,0.9,6.82
4090,2008-03-16,3,7,0,37,38.0,0.96,1.4,7.54
4091,2008-03-17,3,1,0,37,36.0,1.4,0.3,7.48
4092,2008-03-18,3,2,0,38,35.0,0.08,0.5,11.38
4093,2008-03-19,3,3,0,36,41.0,1.02,0.6,13.38
4094,2008-03-20,3,4,0,38,36.0,1.01,0.2,2.7
4095,2008-03-21,3,5,0,36,38.0,0.07,0.1,12.38
4096,2008-03-22,3,6,0,40,62.0,0.83,0.3,6.17
4097,2008-03-23,3,7,0,58,56.0,0.28,0.0,6.03
4098,2008-03-24,3,1,0,57,61.0,0.0,6.1,5.56
4099,2008-03-25,3,2,0,61,67.0,2.68,0.8,5.86
4100,2008-03-26,3,3,0,63,38.0,0.76,0.0,5.23
4101,2008-03-27,3,4,0,41,44.0,0.0,0.4,8.4
4102,2008-03-28,3,5,0,43,39.0,0.57,0.2,4.66
4103,2008-03-29,3,6,0,37,17.0,0.13,0.1,14.36
4104,2008-03-30,3,7,0,17,39.0,0.18,0.6,3.13
4105,2008-03-31,3,1,0,39,45.0,0.52,1.1,13.13
4106,2008-04-01,4,2,0,41,37.0,0.83,0.0,3.43
4107,2008-04-02,4,3,0,39,31.0,0.0,0.2,3.2
4108,2008-04-03,4,4,0,32,33.0,0.14,0.0,5.66
4109,2008-04-04,4,5,0,36,62.0,0.0,0.0,9.2
4110,2008-04-05,4,6,0,60,42.0,0.0,0.0,3.2
4111,2008-04-06,4,7,0,42,43.0,0.04,0.2,4.43
4112,2008-04-07,4,1,0,41,41.0,0.12,0.1,13.13
4113,2008-04-08,4,2,0,44,38.0,0.22,0.0,2.83
4114,2008-04-09,4,3,0,40,43.0,0.02,0.6,5.9
4115,2008-04-10,4,4,0,47,45.0,0.71,0.3,6.86
4116,2008-04-11,4,5,0,43,45.0,0.28,0.2,13.56
4117,2008-04-12,4,6,0,42,17.0,0.2,0.4,12.56
4118,2008-04-13,4,7,0,19,35.0,0.35,0.4,14.3
4119,2008-04-14,4,1,0,34,24.0,0.36,0.5,3.36
4120,2008-04-15,4,2,0,25,35.0,0.52,0.0,8.2
4121,2008-04-16,4,3,0,36,43.0,0.0,0.0,2.0
4122,2008-04-17,4,4,0,44,63.0,0.0,0.0,8.66
4123,2008-04-18,4,5,0,60,59.0,0.0,0.0,1.76
4124,2008-04-19,4,6,0,60,60.0,0.0,0.0,0.0
4125,2008-04-20,4,7,0,60,48.0,0.0,0.3,9.9
4126,2008-04-21,4,1,0,47,46.0,0.22,0.0,4.43
4127,2008-04-22,4,2,0,47,32.0,0.0,0.0,9.23
4128,2008-04-23,4,3,0,31,39.0,0.03,0.2,13.46
4129,2008-04-24,4,4,0,40,22.0,0.29,0.0,1.9
4130,2008-04-25,4,5,0,22,-13.0,0.0,0.0,9.33
4131,2008-04-26,4,6,0,-13,64.0,0.0,0.0,17.36
4132,2008-04-27,4,7,0,60,37.0,0.0,0.3,2.43
4133,2008-04-28,4,1,0,41,49.0,0.49,0.0,2.9
4134,2008-04-29,4,2,0,51,60.0,0.0,0.0,4.8
4135,2008-04-30,4,3,0,60,71.0,0.0,0.0,4.76
4136,2008-05-01,5,4,0,70,60.0,0.0,0.0,2.56
4137,2008-05-02,5,5,0,63,46.0,0.0,0.0,3.1
4138,2008-05-03,5,6,0,49,55.0,0.0,0.0,2.83
4139,2008-05-04,5,7,0,55,48.0,0.0,0.0,7.16
4140,2008-05-05,5,1,0,51,53.0,0.0,0.0,7.86
4141,2008-05-06,5,2,0,56,67.0,0.0,0.0,0.0
4142,2008-05-07,5,3,0,68,58.0,0.0,0.0,2.13
4143,2008-05-08,5,4,0,57,61.0,0.0,0.0,2.9
4144,2008-05-09,5,5,0,62,55.0,0.0,0.0,3.73
4145,2008-05-10,5,6,0,61,50.0,0.0,0.1,4.8
4146,2008-05-11,5,7,0,53,68.0,0.16,0.0,0.0
4147,2008-05-12,5,1,0,67,57.0,0.0,0.0,3.03
4148,2008-05-13,5,2,0,59,60.0,0.0,0.0,6.8
4149,2008-05-14,5,3,0,65,65.0,0.0,0.0,2.43
4150,2008-05-15,5,4,0,60,66.0,0.0,0.0,4.7
4151,2008-05-16,5,5,0,63,64.0,0.0,0.0,1.6
4152,2008-05-17,5,6,0,64,58.0,0.0,0.0,1.66
4153,2008-05-18,5,7,0,61,52.0,0.0,0.0,4.23
4154,2008-05-19,5,1,0,57,64.0,0.0,0.0,4.16
4155,2008-05-20,5,2,0,63,53.0,0.0,0.0,3.7
4156,2008-05-21,5,3,0,58,59.0,0.0,0.0,11.23
4157,2008-05-22,5,4,0,62,55.0,0.0,0.0,5.83
4158,2008-05-23,5,5,0,57,56.0,0.0,0.0,1.06
4159,2008-05-24,5,6,0,57,59.0,0.0,0.0,3.76
4160,2008-05-25,5,7,1,63,33.0,0.0,0.0,5.33
4161,2008-05-26,5,1,0,35,41.0,0.0,0.0,2.53
4162,2008-05-27,5,2,0,39,36.0,0.0,0.0,4.86
4163,2008-05-28,5,3,0,38,47.0,0.0,0.0,1.8
4164,2008-05-29,5,4,0,46,49.0,0.0,0.0,2.73
4165,2008-05-30,5,5,0,45,51.0,0.0,0.0,2.3
4166,2008-05-31,5,6,0,48,52.0,0.0,1.7,1.03
4167,2008-06-01,6,7,0,49,49.0,0.93,0.5,7.96
4168,2008-06-02,6,1,0,46,52.0,0.56,0.2,8.76
4169,2008-06-03,6,2,0,55,56.0,0.26,0.3,11.7
4170,2008-06-04,6,3,0,55,78.0,0.26,0.1,11.7
4171,2008-06-05,6,4,0,73,80.0,0.07,0.0,8.36
4172,2008-06-06,6,5,0,80,73.0,0.0,0.0,9.3
4173,2008-06-07,6,6,0,69,71.0,0.86,2.7,5.26
4174,2008-06-08,6,7,0,69,73.0,1.35,0.3,5.33
4175,2008-06-09,6,1,0,78,78.0,0.03,0.0,9.36
4176,2008-06-10,6,2,0,81,75.0,0.04,0.3,6.96
4177,2008-06-11,6,3,0,73,58.0,0.41,7.4,8.06
4178,2008-06-12,6,4,0,64,64.0,2.86,0.0,6.76
4179,2008-06-13,6,5,0,67,67.0,3.85,0.7,5.23
4180,2008-06-14,6,6,0,73,75.0,0.68,0.0,6.36
4181,2008-06-15,6,7,0,75,71.0,0.03,0.0,9.06
4182,2008-06-16,6,1,0,79,73.0,0.0,1.3,10.4
4183,2008-06-17,6,2,0,67,59.0,2.21,0.6,5.46
4184,2008-06-18,6,3,0,61,62.0,1.3,1.2,4.1
4185,2008-06-19,6,4,0,60,65.0,1.21,4.0,7.96
4186,2008-06-20,6,5,0,64,63.0,3.97,5.5,6.96
4187,2008-06-21,6,6,0,63,70.0,5.54,1.4,5.66
4188,2008-06-22,6,7,0,68,78.0,1.36,0.3,6.43
4189,2008-06-23,6,1,0,77,74.0,0.13,0.0,3.26
4190,2008-06-24,6,2,0,78,84.0,0.0,0.0,5.2
4191,2008-06-25,6,3,0,77,75.0,0.0,0.0,11.76
4192,2008-06-26,6,4,0,74,75.0,0.0,0.0,9.66
4193,2008-06-27,6,5,0,74,52.0,0.0,0.0,6.3
4194,2008-06-28,6,6,0,56,55.0,0.0,0.0,4.06
4195,2008-06-29,6,7,0,58,47.0,0.0,0.0,2.1
4196,2008-06-30,6,1,0,48,39.0,0.0,0.1,4.16
4197,2008-07-01,7,2,0,41,43.0,0.1,0.1,11.16
4198,2008-07-02,7,3,0,44,44.0,0.05,0.1,13.43
4199,2008-07-03,7,4,1,45,47.0,0.12,0.0,10.96
4200,2008-07-04,7,5,0,46,43.0,0.03,0.0,13.3
4201,2008-07-05,7,6,0,42,50.0,0.02,0.0,10.23
4202,2008-07-06,7,7,0,47,52.0,0.03,0.0,14.43
4203,2008-07-07,7,1,0,50,37.0,0.0,0.2,9.86
4204,2008-07-08,7,2,0,40,48.0,0.17,0.0,14.66
4205,2008-07-09,7,3,0,44,35.0,0.0,0.3,15.03
4206,2008-07-10,7,4,0,39,40.0,0.21,0.2,11.7
4207,2008-07-11,7,5,0,42,51.0,0.13,0.0,14.33
4208,2008-07-12,7,6,0,47,44.0,0.02,0.2,12.96
4209,2008-07-13,7,7,0,40,50.0,0.18,0.0,13.03
4210,2008-07-14,7,1,0,47,41.0,0.02,0.4,11.13
4211,2008-07-15,7,2,0,42,55.0,0.35,0.0,13.23
4212,2008-07-16,7,3,0,51,52.0,0.0,0.0,10.83
4213,2008-07-17,7,4,0,50,51.0,0.0,0.0,9.36
4214,2008-07-18,7,5,0,47,56.0,0.0,0.0,10.6
4215,2008-07-19,7,6,0,52,51.0,0.0,0.0,6.86
4216,2008-07-20,7,7,0,51,54.0,0.0,0.0,9.63
4217,2008-07-21,7,1,0,52,44.0,0.0,0.0,9.86
4218,2008-07-22,7,2,0,47,51.0,0.04,0.0,11.8
4219,2008-07-23,7,3,0,52,49.0,0.0,0.0,3.7
4220,2008-07-24,7,4,0,49,57.0,0.01,0.0,10.63
4221,2008-07-25,7,5,0,52,52.0,0.0,0.0,11.23
4222,2008-07-26,7,6,0,52,60.0,0.0,0.3,7.76
4223,2008-07-27,7,7,0,60,61.0,0.29,0.2,3.93
4224,2008-07-28,7,1,0,60,69.0,0.17,9.8,7.73
4225,2008-07-29,7,2,0,64,51.0,4.0,0.2,8.6
4226,2008-07-30,7,3,0,56,64.0,0.09,5.2,5.7
4227,2008-07-31,7,4,0,61,43.0,1.91,0.5,4.83
4228,2008-08-01,8,5,0,41,37.0,0.3,0.8,9.56
4229,2008-08-02,8,6,0,36,48.0,0.6,0.1,6.63
4230,2008-08-03,8,7,0,44,55.0,0.14,0.1,9.33
4231,2008-08-04,8,1,0,56,56.0,0.14,1.9,9.16
4232,2008-08-05,8,2,0,58,50.0,1.39,1.7,9.8
4233,2008-08-06,8,3,0,50,54.0,0.86,0.0,12.36
4234,2008-08-07,8,4,0,60,28.0,0.0,0.7,14.25
4235,2008-08-08,8,5,0,30,28.0,0.65,0.6,10.73
4236,2008-08-09,8,6,0,26,38.0,0.52,0.1,4.73
4237,2008-08-10,8,7,0,39,34.0,0.11,0.2,8.4
4238,2008-08-11,8,1,0,37,37.0,0.26,0.5,8.0
4239,2008-08-12,8,2,0,37,25.0,0.43,0.5,7.7
4240,2008-08-13,8,3,0,27,38.0,0.7,0.3,7.06
4241,2008-08-14,8,4,0,36,17.0,0.21,0.5,7.83
4242,2008-08-15,8,5,0,17,38.0,0.75,0.2,0.0
4243,2008-08-16,8,6,0,37,24.0,0.13,0.3,6.9
4244,2008-08-17,8,7,0,24,23.0,0.37,0.1,6.66
4245,2008-08-18,8,1,0,25,23.0,0.11,0.1,11.2
4246,2008-08-19,8,2,0,21,41.0,0.07,0.0,8.8
4247,2008-08-20,8,3,0,39,38.0,0.02,0.0,11.06
4248,2008-08-21,8,4,0,38,34.0,0.03,0.0,13.8
4249,2008-08-22,8,5,0,34,53.0,0.03,0.0,10.23
4250,2008-08-23,8,6,0,57,57.0,0.0,0.0,7.43
4251,2008-08-24,8,7,0,57,58.0,0.0,3.9,3.83
4252,2008-08-25,8,1,0,61,65.0,3.3,1.0,6.16
4253,2008-08-26,8,2,0,60,61.0,0.35,0.1,4.43
4254,2008-08-27,8,3,0,58,60.0,0.08,0.0,5.26
4255,2008-08-28,8,4,0,57,57.0,0.0,0.0,4.9
4256,2008-08-29,8,5,0,57,50.0,0.0,0.0,5.2
4257,2008-08-30,8,6,0,51,50.0,0.0,0.0,9.43
4258,2008-08-31,8,7,1,50,50.0,0.01,0.0,13.66
4259,2008-09-01,9,1,0,49,52.0,0.0,0.0,11.8
4260,2008-09-02,9,2,0,48,47.0,0.02,0.0,12.2
4261,2008-09-03,9,3,0,50,52.0,0.0,0.0,10.6
4262,2008-09-04,9,4,0,49,49.0,0.0,0.0,12.06
4263,2008-09-05,9,5,0,53,57.0,0.04,0.0,13.16
4264,2008-09-06,9,6,0,55,40.0,0.0,0.0,12.2
4265,2008-09-07,9,7,0,43,49.0,0.0,0.0,2.4
4266,2008-09-08,9,1,0,51,48.0,0.0,0.0,11.1
4267,2008-09-09,9,2,0,48,47.0,0.0,0.0,8.53
4268,2008-09-10,9,3,0,48,55.0,0.0,0.0,8.6
4269,2008-09-11,9,4,0,52,53.0,0.0,0.0,10.2
4270,2008-09-12,9,5,0,52,55.0,0.0,0.0,10.23
4271,2008-09-13,9,6,0,53,45.0,0.0,0.0,4.83
4272,2008-09-14,9,7,0,49,49.0,0.0,0.0,3.03
4273,2008-09-15,9,1,0,50,51.0,0.0,0.0,10.0
4274,2008-09-16,9,2,0,50,52.0,0.0,0.0,2.23
4275,2008-09-17,9,3,0,49,40.0,0.0,0.0,11.2
4276,2008-09-18,9,4,0,40,47.0,0.03,0.0,10.33
4277,2008-09-19,9,5,0,47,46.0,0.03,0.0,10.33
4278,2008-09-20,9,6,0,44,49.0,0.0,0.0,9.26
4279,2008-09-21,9,7,0,50,48.0,0.03,0.0,9.33
4280,2008-09-22,9,1,0,47,48.0,0.0,0.0,12.26
4281,2008-09-23,9,2,0,45,48.0,0.0,0.0,14.03
4282,2008-09-24,9,3,0,47,43.0,0.01,0.0,11.63
4283,2008-09-25,9,4,0,44,50.0,0.0,0.0,3.16
4284,2008-09-26,9,5,0,47,71.0,0.01,0.0,3.13
4285,2008-09-27,9,6,0,68,56.0,0.0,0.0,2.6
4286,2008-09-28,9,7,0,61,62.0,0.0,0.0,3.66
4287,2008-09-29,9,1,0,57,49.0,0.0,0.0,3.56
4288,2008-09-30,9,2,0,50,44.0,0.0,0.2,2.3
4289,2008-10-01,10,3,0,45,57.0,0.21,0.0,8.93
4290,2008-10-02,10,4,0,60,49.0,0.0,2.0,50.06
4291,2008-10-03,10,5,0,52,52.0,0.88,0.2,10.03
4292,2008-10-04,10,6,0,54,48.0,0.19,0.0,11.3
4293,2008-10-05,10,7,0,49,49.0,0.0,0.0,4.03
4294,2008-10-06,10,1,0,46,45.0,0.0,0.4,4.23
4295,2008-10-07,10,2,0,49,48.0,0.42,0.1,5.5
4296,2008-10-08,10,3,0,44,40.0,0.12,0.6,9.4
4297,2008-10-09,10,4,0,40,33.0,0.56,0.6,8.33
4298,2008-10-10,10,5,0,37,47.0,0.47,0.2,11.6
4299,2008-10-11,10,6,0,44,48.0,0.23,0.9,7.06
4300,2008-10-12,10,7,1,50,50.0,0.7,0.3,10.83
4301,2008-10-13,10,1,0,55,43.0,0.25,0.4,10.53
4302,2008-10-14,10,2,0,40,40.0,0.43,0.7,12.26
4303,2008-10-15,10,3,0,40,54.0,0.66,0.6,9.16
4304,2008-10-16,10,4,0,56,57.0,0.54,1.2,9.76
4305,2008-10-17,10,5,0,63,63.0,0.93,0.0,12.16
4306,2008-10-18,10,6,0,62,62.0,0.27,0.1,7.26
4307,2008-10-19,10,7,0,61,62.0,0.07,0.3,11.43
4308,2008-10-20,10,1,0,60,60.0,0.34,0.2,8.16
4309,2008-10-21,10,2,0,63,61.0,0.26,0.5,8.9
4310,2008-10-22,10,3,0,66,42.0,0.39,0.0,10.56
4311,2008-10-23,10,4,0,42,41.0,0.02,0.0,7.3
4312,2008-10-24,10,5,0,42,33.0,0.0,0.0,12.76
4313,2008-10-25,10,6,0,32,30.0,0.01,0.0,11.43
4314,2008-10-26,10,7,0,28,42.0,0.01,0.0,11.76
4315,2008-10-27,10,1,0,46,44.0,0.0,0.7,10.86
4316,2008-10-28,10,2,0,41,44.0,0.5,0.4,11.66
4317,2008-10-29,10,3,0,43,46.0,0.31,0.2,10.6
4318,2008-10-30,10,4,0,44,47.0,0.22,0.0,14.3
4319,2008-10-31,10,5,0,43,39.0,0.02,0.1,15.76
4320,2008-11-01,11,6,0,41,47.0,0.21,0.1,13.53
4321,2008-11-02,11,7,0,43,41.0,0.15,0.3,11.7
4322,2008-11-03,11,1,0,40,54.0,0.37,0.0,10.23
4323,2008-11-04,11,2,0,51,56.0,0.0,0.0,9.56
4324,2008-11-05,11,3,0,55,48.0,0.0,0.0,8.53
4325,2008-11-06,11,4,0,48,56.0,0.0,0.0,6.53
4326,2008-11-07,11,5,0,56,55.0,0.0,0.1,9.3
4327,2008-11-08,11,6,0,51,52.0,0.15,0.0,4.53
4328,2008-11-09,11,7,0,49,54.0,0.0,0.1,2.83
4329,2008-11-10,11,1,1,57,64.0,0.12,0.0,3.33
4330,2008-11-11,11,2,0,61,62.0,0.0,0.0,2.73
4331,2008-11-12,11,3,0,58,54.0,0.0,0.1,4.0
4332,2008-11-13,11,4,0,59,50.0,0.06,0.0,3.96
4333,2008-11-14,11,5,0,52,54.0,0.0,0.0,2.3
4334,2008-11-15,11,6,0,58,54.0,0.0,0.1,0.4
4335,2008-11-16,11,7,0,52,39.0,0.18,0.4,10.16
4336,2008-11-17,11,1,0,40,54.0,0.26,0.2,10.4
4337,2008-11-18,11,2,0,53,52.0,0.15,0.3,11.83
4338,2008-11-19,11,3,0,57,46.0,0.19,0.3,11.8
4339,2008-11-20,11,4,0,46,47.0,0.28,0.4,11.3
4340,2008-11-21,11,5,0,46,45.0,0.35,0.3,9.93
4341,2008-11-22,11,6,0,48,83.0,0.2,0.1,10.33
4342,2008-11-23,11,7,0,80,53.0,0.1,1.5,8.2
4343,2008-11-24,11,1,0,49,62.0,1.2,0.0,9.53
4344,2008-11-25,11,2,0,61,69.0,0.51,0.3,8.53
4345,2008-11-26,11,3,1,67,65.0,0.55,1.0,7.86
4346,2008-11-27,11,4,0,65,65.0,1.5,0.4,8.43
4347,2008-11-28,11,5,0,61,39.0,0.57,0.0,7.46
4348,2008-11-29,11,6,0,41,46.0,0.0,0.0,7.53
4349,2008-11-30,11,7,0,43,44.0,0.0,0.0,7.93
4350,2008-12-01,12,1,0,48,47.0,0.03,0.0,12.23
4351,2008-12-02,12,2,0,47,43.0,0.0,0.0,10.36
4352,2008-12-03,12,3,0,44,54.0,0.0,0.6,10.1
4353,2008-12-04,12,4,0,55,58.0,0.59,0.1,8.8
4354,2008-12-05,12,5,0,59,48.0,0.04,0.0,5.76
4355,2008-12-06,12,6,0,52,45.0,0.0,0.0,8.5
4356,2008-12-07,12,7,0,48,53.0,0.0,0.3,6.83
4357,2008-12-08,12,1,0,56,56.0,0.32,0.0,7.23
4358,2008-12-09,12,2,0,56,55.0,0.0,0.0,6.8
4359,2008-12-10,12,3,0,56,55.0,0.0,0.1,6.4
4360,2008-12-11,12,4,0,57,54.0,0.06,0.0,3.93
4361,2008-12-12,12,5,0,53,51.0,0.0,0.0,7.66
4362,2008-12-13,12,6,0,52,60.0,0.0,0.2,8.86
4363,2008-12-14,12,7,0,56,63.0,0.16,0.4,8.3
4364,2008-12-15,12,1,0,60,61.0,0.34,0.1,3.66
4365,2008-12-16,12,2,0,61,71.0,0.13,0.0,8.53
4366,2008-12-17,12,3,0,67,54.0,0.0,0.0,7.33
4367,2008-12-18,12,4,0,56,59.0,0.0,0.1,7.13
4368,2008-12-19,12,5,0,58,64.0,0.09,0.0,8.53
4369,2008-12-20,12,6,0,66,53.0,0.01,0.0,10.3
4370,2008-12-21,12,7,0,49,64.0,0.0,0.0,5.56
4371,2008-12-22,12,1,0,59,60.0,0.0,0.0,7.1
4372,2008-12-23,12,2,0,59,56.0,0.0,0.1,8.93
4373,2008-12-24,12,3,1,60,51.0,0.11,0.0,4.9
4374,2008-12-25,12,4,0,53,62.0,0.0,0.0,2.43
4375,2008-12-26,12,5,0,58,57.0,0.0,0.0,8.16
4376,2008-12-27,12,6,0,63,63.0,0.01,0.0,13.56
4377,2008-12-28,12,7,0,62,47.0,0.0,0.1,9.53
4378,2008-12-29,12,1,0,49,49.0,0.08,0.7,8.53
4379,2008-12-30,12,2,0,53,52.0,0.62,0.0,7.83
4380,2008-12-31,12,3,1,53,55.0,0.0,0.0,7.9
4381,2009-01-01,1,4,0,59,58.0,0.02,0.1,7.73
4382,2009-01-02,1,5,0,62,53.0,0.05,0.3,9.36
4383,2009-01-03,1,6,0,56,55.0,0.27,0.0,6.3
4384,2009-01-04,1,7,0,56,47.0,0.0,0.0,8.16
4385,2009-01-05,1,1,0,51,58.0,0.0,0.1,2.7
4386,2009-01-06,1,2,0,57,39.0,0.14,0.2,12.16
4387,2009-01-07,1,3,0,42,52.0,0.16,0.3,9.86
4388,2009-01-08,1,4,0,55,59.0,0.5,0.9,7.36
4389,2009-01-09,1,5,0,62,55.0,0.7,0.3,10.0
4390,2009-01-10,1,6,0,60,62.0,0.44,0.2,9.83
4391,2009-01-11,1,7,0,57,56.0,0.14,0.3,12.16
4392,2009-01-12,1,1,0,56,61.0,0.47,0.2,11.13
4393,2009-01-13,1,2,0,58,49.0,0.15,0.0,8.9
4394,2009-01-14,1,3,0,50,58.0,0.0,0.0,3.96
4395,2009-01-15,1,4,0,57,54.0,0.0,0.2,1.93
4396,2009-01-16,1,5,0,54,51.0,0.21,0.3,2.53
4397,2009-01-17,1,6,0,50,57.0,0.23,0.1,3.33
4398,2009-01-18,1,7,1,57,53.0,0.16,0.0,2.9
4399,2009-01-19,1,1,0,55,63.0,0.0,0.0,6.63
4400,2009-01-20,1,2,0,59,47.0,0.0,0.1,3.06
4401,2009-01-21,1,3,0,48,51.0,0.06,0.1,12.13
4402,2009-01-22,1,4,0,51,48.0,0.06,0.3,8.83
4403,2009-01-23,1,5,0,48,48.0,0.23,0.0,9.63
4404,2009-01-24,1,6,0,51,36.0,0.01,0.1,8.2
4405,2009-01-25,1,7,0,34,43.0,0.05,0.0,8.5
4406,2009-01-26,1,1,0,42,40.0,0.04,0.1,8.53
4407,2009-01-27,1,2,0,41,43.0,0.11,0.2,5.33
4408,2009-01-28,1,3,0,42,37.0,0.15,0.0,8.13
4409,2009-01-29,1,4,0,40,45.0,0.02,0.0,13.76
4410,2009-01-30,1,5,0,42,40.0,0.01,0.0,14.4
4411,2009-01-31,1,6,0,38,37.0,0.0,0.0,3.03
4412,2009-02-01,2,7,0,37,52.0,0.0,0.0,10.2
4413,2009-02-02,2,1,0,49,56.0,0.0,0.5,10.8
4414,2009-02-03,2,2,0,60,56.0,0.37,0.6,6.95
4415,2009-02-04,2,3,0,56,63.0,0.41,0.0,7.08
4416,2009-02-05,2,4,0,64,68.0,0.0,0.3,5.35
4417,2009-02-06,2,5,0,63,37.0,0.46,0.0,6.3
4418,2009-02-07,2,6,0,41,45.0,0.0,1.0,4.61
4419,2009-02-08,2,7,0,43,41.0,1.79,0.2,6.47
4420,2009-02-09,2,1,0,38,24.0,0.42,0.2,10.75
4421,2009-02-10,2,2,0,24,41.0,0.24,0.1,4.17
4422,2009-02-11,2,3,0,39,37.0,0.11,8.0,9.18
4423,2009-02-12,2,4,0,40,40.0,2.75,0.1,4.6
4424,2009-02-13,2,5,0,40,41.0,0.0,0.1,10.38
4425,2009-02-14,2,6,0,40,39.0,0.07,0.2,4.97
4426,2009-02-15,2,7,1,37,65.0,0.22,0.0,6.97
4427,2009-02-16,2,1,0,60,43.0,0.0,2.0,3.38
4428,2009-02-17,2,2,0,41,43.0,1.02,0.4,5.9
4429,2009-02-18,2,3,0,40,45.0,0.32,0.9,8.81
4430,2009-02-19,2,4,0,43,41.0,0.98,0.1,5.3
4431,2009-02-20,2,5,0,41,44.0,0.0,0.0,7.04
4432,2009-02-21,2,6,0,47,41.0,3.04,0.0,6.92
4433,2009-02-22,2,7,0,40,43.0,0.19,4.4,6.14
4434,2009-02-23,2,1,0,41,24.0,2.45,0.0,8.22
4435,2009-02-24,2,2,0,22,36.0,0.24,0.0,7.84
4436,2009-02-25,2,3,0,35,32.0,0.02,0.2,1.64
4437,2009-02-26,2,4,0,31,32.0,0.22,0.0,7.25
4438,2009-02-27,2,5,0,36,41.0,0.0,0.0,1.81
4439,2009-02-28,2,6,0,42,58.0,0.0,0.0,8.88
4440,2009-03-01,3,7,0,60,61.0,0.0,0.0,1.98
4441,2009-03-02,3,1,0,60,60.0,0.0,0.0,0.0
4442,2009-03-03,3,2,0,60,42.0,0.0,3.9,14.25
4443,2009-03-04,3,3,0,45,44.0,1.52,0.1,5.27
4444,2009-03-05,3,4,0,45,33.0,0.0,0.1,8.78
4445,2009-03-06,3,5,0,34,40.0,0.16,0.0,15.82
4446,2009-03-07,3,6,0,40,28.0,0.01,0.0,2.35
4447,2009-03-08,3,7,0,27,5.0,0.0,0.0,6.54
4448,2009-03-09,3,1,0,5,54.0,0.01,0.0,26.58
4449,2009-03-10,3,2,0,60,42.0,0.0,0.0,3.95
4450,2009-03-11,3,3,0,42,61.0,4.21,0.0,5.47
4451,2009-03-12,3,4,0,62,61.0,0.04,0.8,4.98
