,Date,MOY,DOW,HolidayTomorrow,Temp,Temp_NextForecast,Precipitation,Prec_NextForecast,Wind,picnic,new_hat,hat,is_sick,WeekendTomorrow,naive_prediction
2692,2004-05-18,5,2,0,39,37,0.03,0,4.77,0,0,1,0,0,1
2693,2004-05-19,5,3,0,35,42,0,0.1,2.3,0,0,1,0,0,1
2694,2004-05-20,5,4,0,39,40,0.06,0.1,8,0,0,1,0,0,1
2695,2004-05-21,5,5,0,37,43,0.06,0,2.21,0,0,1,0,0,1
2696,2004-05-22,5,6,0,42,37,0.01,0,10.78,0,0,1,0,1,0
2697,2004-05-23,5,7,0,40,40,0.01,0,9.24,0,0,0,0,1,0
2698,2004-05-24,5,1,0,38,37,0.02,0,9.47,0,0,0,0,0,1
2699,2004-05-25,5,2,0,38,42,0,0,8.78,0,0,1,0,0,1
2700,2004-05-26,5,3,0,40,43,0.01,0,8.85,0,0,1,0,0,1
2701,2004-05-27,5,4,0,39,38,0,0,8.58,0,0,1,0,0,1
2702,2004-05-28,5,5,0,37,42,0,0,10.62,0,0,1,0,0,1
2703,2004-05-29,5,6,0,38,40,0,0,9.42,0,0,1,0,1,0
2704,2004-05-30,5,7,1,37,35,0,0,5.38,1,0,1,0,1,0
2705,2004-05-31,5,1,0,36,64,0,0,3.1,1,0,1,0,0,1
2706,2004-06-01,6,2,0,61,53,0,0,3.87,0,0,0,0,0,1
2707,2004-06-02,6,3,0,54,47,0,0,3.68,0,0,0,0,0,1
2708,2004-06-03,6,4,0,49,43,0,0,2.3,0,0,1,0,0,1
2709,2004-06-04,6,5,0,43,31,0,1.8,4.77,0,0,0,0,0,1
2710,2004-06-05,6,6,0,33,55,1.68,0,6.8,0,0,1,0,1,0
2711,2004-06-06,6,7,0,60,42,0,1.2,43.25,0,0,0,0,1,0
2712,2004-06-07,6,1,0,42,41,1.43,1.7,11.15,0,0,0,0,0,1
2713,2004-06-08,6,2,0,42,48,1.34,0.2,10.85,0,0,1,0,0,1
2714,2004-06-09,6,3,0,46,40,0.02,0.1,3.65,0,0,1,0,0,1
2715,2004-06-10,6,4,0,42,51,0.05,0.5,8,0,0,0,0,0,1
2716,2004-06-11,6,5,0,47,35,0.4,2.3,4.4,0,1,1,0,0,1
2717,2004-06-12,6,6,0,34,29,2.5,0,7.68,0,0,1,0,1,0
2718,2004-06-13,6,7,0,32,33,1.24,1.2,10.62,1,0,1,0,1,0
2719,2004-06-14,6,1,0,32,31,1.1,1.3,13,0,0,0,0,0,1
2720,2004-06-15,6,2,0,31,36,1.25,1.3,6.08,0,0,1,0,0,1
2721,2004-06-16,6,3,0,40,41,1.27,1.7,12.65,0,0,1,0,0,1
2722,2004-06-17,6,4,0,43,30,1.78,1,11.91,0,0,1,0,0,1
2723,2004-06-18,6,5,0,32,28,1.03,1.5,11.05,0,0,1,0,0,1
2724,2004-06-19,6,6,0,31,41,1.56,2.3,10.15,0,0,1,0,1,0
2725,2004-06-20,6,7,0,44,59,2.16,1.2,7.7,0,0,0,0,1,0
2726,2004-06-21,6,1,0,54,48,1.28,2.8,10.34,0,0,0,0,0,1
2727,2004-06-22,6,2,0,48,47,2.79,1.5,7.62,0,0,1,0,0,1
2728,2004-06-23,6,3,0,46,47,1.46,2,10.18,0,0,1,0,0,1
2729,2004-06-24,6,4,0,46,44,2.08,1.5,7,0,0,1,0,0,1
2730,2004-06-25,6,5,0,47,59,1.52,0.6,7.17,0,0,1,0,0,1
2731,2004-06-26,6,6,0,54,37,0.67,0,8.94,0,0,0,0,1,0
2732,2004-06-27,6,7,0,38,34,0.03,0,6.6,1,0,1,0,1,0
2733,2004-06-28,6,1,0,35,33,0,0,10.95,1,0,1,0,0,1
2734,2004-06-29,6,2,0,32,27,0.01,0,7.47,0,0,1,0,0,1
2735,2004-06-30,6,3,0,29,34,0.01,0,8.22,0,0,1,0,0,1
2736,2004-07-01,7,4,0,35,41,0.01,1.6,7.1,0,0,1,0,0,1
2737,2004-07-02,7,5,0,38,35,1.54,2.3,11.35,0,0,1,0,0,1
2738,2004-07-03,7,6,0,36,39,1.32,1.3,11.2,0,0,1,0,1,0
2739,2004-07-04,7,7,1,40,39,1.37,1.7,9.51,0,1,0,0,1,0
2740,2004-07-05,7,1,0,39,35,1.71,1.7,11.7,0,0,0,0,0,1
2741,2004-07-06,7,2,0,37,32,1.75,1.2,10.54,0,0,1,0,0,1
2742,2004-07-07,7,3,0,35,35,1.2,1.2,12.67,0,0,1,0,0,1
2743,2004-07-08,7,4,0,37,40,1.37,0.3,10.42,0,0,1,0,0,1
2744,2004-07-09,7,5,0,43,52,0,0.7,8.74,0,0,1,0,0,1
2745,2004-07-10,7,6,0,49,47,0.69,0,11.75,0,0,1,0,1,0
2746,2004-07-11,7,7,0,44,50,0,0.3,8.74,0,0,0,0,1,0
2747,2004-07-12,7,1,0,49,45,0.48,0.9,9.6,1,0,1,0,0,1
2748,2004-07-13,7,2,0,48,34,0.86,0.2,4.07,0,0,1,0,0,1
2749,2004-07-14,7,3,0,34,50,0.05,0.5,2.8,0,0,1,0,0,1
2750,2004-07-15,7,4,0,47,51,0.38,0.1,3.35,0,0,1,0,0,1
2751,2004-07-16,7,5,0,48,40,0.16,0,1.08,0,0,1,0,0,1
2752,2004-07-17,7,6,0,43,55,0.04,0.4,3.9,0,0,1,0,1,0
2753,2004-07-18,7,7,0,50,39,0.59,0.1,5.35,0,0,0,0,1,0
2754,2004-07-19,7,1,0,40,48,0.08,0.5,2.9,0,0,0,0,0,1
2755,2004-07-20,7,2,0,49,43,0.49,1.7,3.52,0,0,0,0,0,1
2756,2004-07-21,7,3,0,40,38,3.16,1.5,8.84,0,0,1,0,0,1
2757,2004-07-22,7,4,0,35,39,1.37,2.2,12.54,0,0,1,0,0,1
2758,2004-07-23,7,5,0,40,44,2.19,2.5,7.68,0,0,1,0,0,1
2759,2004-07-24,7,6,0,44,43,2.28,1.1,11.84,0,0,1,0,1,0
2760,2004-07-25,7,7,0,39,41,1.11,1.6,9.8,1,0,1,0,1,0
2761,2004-07-26,7,1,0,38,38,1.63,1.4,8.2,1,0,1,0,0,1
2762,2004-07-27,7,2,0,38,75,1.26,0.6,6.22,0,0,1,0,0,1
2763,2004-07-28,7,3,0,79,42,0.3,3.6,5.94,0,0,0,0,0,1
2764,2004-07-29,7,4,0,40,52,1.68,1.7,9.61,0,1,1,0,0,1
2765,2004-07-30,7,5,0,49,59,1.52,0.5,8.85,0,0,1,0,0,1
2766,2004-07-31,7,6,0,56,57,0.38,3.5,8.2,0,0,1,0,1,0
2767,2004-08-01,8,7,0,53,52,2.18,2.9,7.67,0,0,0,0,1,0
2768,2004-08-02,8,1,0,48,38,2.49,0.1,7.9,0,0,0,0,0,1
2769,2004-08-03,8,2,0,35,34,0.01,0.1,8.22,0,0,1,0,0,1
2770,2004-08-04,8,3,0,36,36,0.13,0.1,7.5,0,0,1,0,0,1
2771,2004-08-05,8,4,0,37,38,0.07,0,8.84,0,0,1,0,0,1
2772,2004-08-06,8,5,0,39,31,0.01,0.1,8.66,0,0,1,0,0,1
2773,2004-08-07,8,6,0,34,44,0.08,2.6,7.28,0,0,1,0,1,0
2774,2004-08-08,8,7,0,43,46,1.27,3,6.98,1,0,1,0,1,0
2775,2004-08-09,8,1,0,49,41,2.67,1.8,6.14,1,0,1,0,0,1
2776,2004-08-10,8,2,0,45,48,1.74,2.3,8.94,0,0,1,0,0,1
2777,2004-08-11,8,3,0,44,43,2.15,1.9,7.18,0,0,1,0,0,1
2778,2004-08-12,8,4,0,46,49,1.99,2.2,8.4,0,0,1,0,0,1
2779,2004-08-13,8,5,0,48,44,2.03,1.2,9.72,0,1,1,0,0,1
2780,2004-08-14,8,6,0,47,50,1.15,2.4,7.91,0,0,1,0,1,0
2781,2004-08-15,8,7,0,46,55,2.3,0.7,2.71,0,0,0,0,1,0
2782,2004-08-16,8,1,0,51,44,0.68,0.4,9.18,0,0,0,0,0,1
2783,2004-08-17,8,2,0,44,51,0.39,0,9.68,0,0,1,0,0,0
2784,2004-08-18,8,3,0,55,62,1.14,1.1,7.22,0,0,1,0,0,1
2785,2004-08-19,8,4,0,57,59,1.33,0.9,3.7,0,0,1,0,0,1
2786,2004-08-20,8,5,0,58,67,0.94,0,6.35,0,0,1,0,0,1
2787,2004-08-21,8,6,0,65,44,0,0.5,8.04,0,0,0,0,1,0
2788,2004-08-22,8,7,0,49,58,0.74,3.2,8,0,0,0,0,1,0
2789,2004-08-23,8,1,0,56,60,1.12,0.1,7.38,1,0,1,0,0,1
2790,2004-08-24,8,2,0,63,47,0.21,0.1,10.4,0,0,0,0,0,1
2791,2004-08-25,8,3,0,43,51,0.11,2.5,7.37,0,0,1,0,0,1
2792,2004-08-26,8,4,0,53,54,1.81,2.5,8.62,0,0,1,0,0,1
2793,2004-08-27,8,5,0,53,57,1.85,0,10.8,0,0,1,0,0,0
2794,2004-08-28,8,6,0,59,60,0.05,0,7.42,0,0,0,0,1,0
2795,2004-08-29,8,7,0,55,58,0,3.5,4.81,0,0,0,0,1,0
2796,2004-08-30,8,1,0,54,62,1.88,0,9.24,0,0,0,0,0,0
2797,2004-08-31,8,2,0,59,58,0.86,1.5,8.2,0,0,1,0,0,1
2798,2004-09-01,9,3,0,59,44,1.46,0,6.5,0,0,1,0,0,1
2799,2004-09-02,9,4,0,46,55,0.09,0.3,10.18,0,0,0,0,0,1
2800,2004-09-03,9,5,0,50,54,0.29,0.6,8.17,0,0,1,0,0,1
2801,2004-09-04,9,6,0,51,58,0.64,2.2,7.81,0,0,1,0,1,0
2802,2004-09-05,9,7,1,57,64,1.54,1.8,7.4,1,0,1,0,1,0
2803,2004-09-06,9,1,0,59,49,1.79,1,6.82,1,0,1,0,0,1
2804,2004-09-07,9,2,0,53,51,1.07,1.3,9.05,0,0,1,0,0,1
2805,2004-09-08,9,3,0,50,47,1.26,0,10.38,0,0,1,0,0,1
2806,2004-09-09,9,4,0,43,48,0.01,3.3,2.45,0,0,0,0,0,1
2807,2004-09-10,9,5,0,44,27,1.41,0.7,8.55,0,0,1,0,0,1
2808,2004-09-11,9,6,0,27,40,2.09,1.1,6.21,0,0,1,0,1,0
2809,2004-09-12,9,7,0,42,47,1.07,1,6.82,0,0,0,0,1,0
2810,2004-09-13,9,1,0,49,46,0.95,1.6,9.74,0,0,0,0,0,1
2811,2004-09-14,9,2,0,45,42,1.66,1.4,9.27,0,0,1,0,0,1
2812,2004-09-15,9,3,0,44,48,1.41,0.8,8.55,0,0,1,0,0,1
2813,2004-09-16,9,4,0,45,44,0.69,1.6,11.5,0,0,1,0,0,1
2814,2004-09-17,9,5,0,45,38,1.62,0,9.31,0,0,1,0,0,1
2815,2004-09-18,9,6,0,38,44,0.05,0,3.98,0,0,1,0,1,0
2816,2004-09-19,9,7,0,43,44,0,0.2,5.07,0,0,0,0,1,0
2817,2004-09-20,9,1,0,46,46,0.97,0.6,3.04,1,0,1,0,0,1
2818,2004-09-21,9,2,0,48,48,0.95,1.2,3.48,0,0,1,0,0,1
2819,2004-09-22,9,3,0,48,38,1.31,0.3,4.3,0,0,1,0,0,1
2820,2004-09-23,9,4,0,41,46,0.02,0,6.35,0,0,0,0,0,1
2821,2004-09-24,9,5,0,44,40,0.02,0.6,3.65,0,0,1,0,0,1
2822,2004-09-25,9,6,0,41,47,0.63,0.6,9.88,0,0,1,0,1,0
2823,2004-09-26,9,7,0,44,37,0.47,0.5,7,0,0,0,0,1,0
2824,2004-09-27,9,1,0,39,47,0.5,0.5,6.18,0,0,0,0,0,1
2825,2004-09-28,9,2,0,44,30,0.45,0.1,7.28,0,0,1,0,0,1
2826,2004-09-29,9,3,0,31,39,0.13,0,8.62,0,0,1,0,0,1
2827,2004-09-30,9,4,0,37,35,0,0,7.31,0,0,1,0,0,1
2828,2004-10-01,10,5,0,36,35,0.02,0,6.55,0,0,1,0,0,1
2829,2004-10-02,10,6,0,36,36,0.01,0,11.02,0,0,1,0,1,0
2830,2004-10-03,10,7,0,36,39,0,0,10.08,0,0,0,0,1,0
2831,2004-10-04,10,1,0,37,36,0,0,12.41,0,0,0,0,0,1
2832,2004-10-05,10,2,0,37,32,0,0,2.05,0,0,1,0,0,1
2833,2004-10-06,10,3,0,33,35,0,0,12.37,0,0,1,0,0,1
2834,2004-10-07,10,4,0,37,45,0,1.9,4.71,0,0,1,0,0,1
2835,2004-10-08,10,5,0,49,48,1.86,1.5,4.61,0,0,1,0,0,1
2836,2004-10-09,10,6,0,47,53,0.7,0.1,3.85,0,0,0,0,1,0
2837,2004-10-10,10,7,1,58,49,0.11,0,5.38,0,0,0,0,1,0
2838,2004-10-11,10,1,0,54,29,1.59,0,4.26,0,0,0,0,0,1
2839,2004-10-12,10,2,0,30,46,0.04,0,3.61,0,0,1,0,0,1
2840,2004-10-13,10,3,0,43,25,1.17,0,8.96,0,0,1,0,0,1
2841,2004-10-14,10,4,0,24,13,0,0,16.08,0,0,1,0,0,1
2842,2004-10-15,10,5,0,12,30,0,0.2,5.38,0,0,1,0,0,1
2843,2004-10-16,10,6,0,32,32,0.2,0,13.88,0,0,1,0,1,0
2844,2004-10-17,10,7,0,35,19,0.02,0,1.88,0,1,0,0,1,0
2845,2004-10-18,10,1,0,17,15,0,0,5.7,0,0,0,0,0,1
2846,2004-10-19,10,2,0,15,12,0,0,6,0,0,1,0,0,0
2847,2004-10-20,10,3,0,11,58,0,0,0.9,0,0,1,0,0,1
2848,2004-10-21,10,4,0,60,36,0,0.2,1.9,0,0,0,0,0,1
2849,2004-10-22,10,5,0,33,34,0.14,0.2,3.83,0,0,1,0,0,1
2850,2004-10-23,10,6,0,33,36,0.11,0.1,7.81,0,0,1,0,1,0
2851,2004-10-24,10,7,0,36,27,0.07,0,1.93,0,0,0,0,1,0
2852,2004-10-25,10,1,0,28,44,0.01,0.9,8.23,0,0,0,0,0,1
2853,2004-10-26,10,2,0,43,34,2.53,0,7.55,0,0,1,0,0,1
2854,2004-10-27,10,3,0,32,38,0.06,2.3,9.65,0,0,1,0,0,1
2855,2004-10-28,10,4,0,37,8,1.08,0,8.33,0,0,1,0,0,1
2856,2004-10-29,10,5,0,8,16,0.05,0,5.58,0,0,1,0,0,1
2857,2004-10-30,10,6,0,16,20,0,0,4.1,0,0,1,0,1,0
2858,2004-10-31,10,7,0,21,11,0.02,0,11.16,0,0,0,0,1,0
2859,2004-11-01,11,1,0,11,31,0,0,0.15,0,0,0,0,0,0
2860,2004-11-02,11,2,0,30,58,0,0,3.15,0,0,1,0,0,0
2861,2004-11-03,11,3,0,60,59,0,0,1.3,0,0,0,0,0,0
2862,2004-11-04,11,4,0,60,59,0,0,0,0,0,0,0,0,1
2863,2004-11-05,11,5,0,60,44,0,0.2,14.36,0,0,0,0,0,1
2864,2004-11-06,11,6,0,43,37,0.21,0,6.8,0,0,0,0,1,0
2865,2004-11-07,11,7,0,40,29,0,0.4,13.83,0,0,0,0,1,0
2866,2004-11-08,11,1,0,31,29,0.31,0,19.38,0,0,0,0,0,1
2867,2004-11-09,11,2,0,28,11,0,0,4.46,0,0,1,0,0,1
2868,2004-11-10,11,3,1,12,-3,0,0,4.31,0,0,1,0,0,0
2869,2004-11-11,11,4,0,-3,59,0.01,0,17.9,0,0,0,0,0,1
2870,2004-11-12,11,5,0,60,38,0,0,6.08,0,0,0,0,0,1
2871,2004-11-13,11,6,0,35,55,0.04,0,2.21,0,0,1,0,1,0
2872,2004-11-14,11,7,0,60,58,0,0.1,4.51,0,0,0,0,1,0
2873,2004-11-15,11,1,0,60,68,0.05,0,8.31,0,0,0,0,0,0
2874,2004-11-16,11,2,0,73,72,0,0,2.96,0,0,0,0,0,1
2875,2004-11-17,11,3,0,69,51,0,0,3.66,0,0,0,0,0,1
2876,2004-11-18,11,4,0,55,55,0,0.5,4.85,0,0,0,0,0,1
2877,2004-11-19,11,5,0,55,46,0.59,0.7,4.48,0,0,1,0,0,1
2878,2004-11-20,11,6,0,50,53,0.54,0.9,6.71,0,0,1,0,1,0
2879,2004-11-21,11,7,0,54,64,0.82,0.3,0,0,0,0,0,1,0
2880,2004-11-22,11,1,0,63,51,0.04,0.1,2.13,0,0,0,0,0,0
2881,2004-11-23,11,2,0,54,66,0.06,0,4.28,0,0,0,0,0,0
2882,2004-11-24,11,3,1,61,63,0,5.1,9.21,0,0,0,0,0,1
2883,2004-11-25,11,4,0,60,55,2.04,1.9,5.7,0,0,0,0,0,1
2884,2004-11-26,11,5,0,53,65,2.79,1.3,0,0,0,1,0,0,1
2885,2004-11-27,11,6,0,61,57,1.19,2.4,2.8,0,0,1,0,1,0
2886,2004-11-28,11,7,0,60,59,2.26,0.1,5.56,0,0,0,0,1,0
2887,2004-11-29,11,1,0,62,64,0.38,0.5,3.25,0,0,0,0,0,1
2888,2004-11-30,11,2,0,60,59,0.55,0.8,5.68,0,0,0,0,0,1
2889,2004-12-01,12,3,0,57,58,2.06,2.7,9.95,0,0,1,0,0,1
2890,2004-12-02,12,4,0,57,58,2.13,2.3,8.05,0,0,1,0,0,1
2891,2004-12-03,12,5,0,59,59,2.48,1.9,6.2,0,0,1,0,0,1
2892,2004-12-04,12,6,0,59,65,1.84,0.1,4.91,0,0,1,0,1,0
2893,2004-12-05,12,7,0,63,58,0.12,0,3.76,0,0,0,0,1,0
2894,2004-12-06,12,1,0,60,54,2.73,0.5,7.06,0,0,0,0,0,1
2895,2004-12-07,12,2,0,56,53,0.4,1.9,10.53,0,0,1,0,0,1
2896,2004-12-08,12,3,0,57,63,1.43,0.8,2.95,0,0,1,0,0,1
2897,2004-12-09,12,4,0,60,60,0.71,2.1,4.86,0,0,0,0,0,1
2898,2004-12-10,12,5,0,60,37,1.89,0.1,5.51,0,0,1,0,0,1
2899,2004-12-11,12,6,0,40,51,0,0,5.36,0,0,1,0,1,0
2900,2004-12-12,12,7,0,47,33,0,0,5.76,0,0,0,0,1,0
2901,2004-12-13,12,1,0,34,48,0.04,0,2.03,0,0,0,0,0,1
2902,2004-12-14,12,2,0,47,54,0,0,7.33,0,0,0,0,0,1
2903,2004-12-15,12,3,0,49,49,0,0,5.06,0,0,1,0,0,1
2904,2004-12-16,12,4,0,49,36,0,0.3,4.81,0,1,1,0,0,1
2905,2004-12-17,12,5,0,35,31,0.34,0.4,5.53,0,0,1,0,0,1
2906,2004-12-18,12,6,0,32,42,0.54,0.4,6.26,0,0,1,0,1,0
2907,2004-12-19,12,7,0,38,39,0.33,0.4,6.91,0,0,0,0,1,0
2908,2004-12-20,12,1,0,38,68,0.33,0,6.91,0,0,0,0,0,0
2909,2004-12-21,12,2,0,63,67,0.01,0,4.7,0,0,0,0,0,0
2910,2004-12-22,12,3,0,73,63,0,0.2,4.93,0,0,0,0,0,0
2911,2004-12-23,12,4,1,58,57,0.15,0.2,3.41,0,0,0,0,0,0
2912,2004-12-24,12,5,0,58,78,0.16,0,4.56,0,0,0,0,0,0
2913,2004-12-25,12,6,0,72,68,0,0,6.33,0,0,0,0,1,0
2914,2004-12-26,12,7,0,73,65,0.01,0.1,4.4,0,0,0,0,1,0
2915,2004-12-27,12,1,0,66,64,0.07,0.1,5.15,0,0,0,0,0,0
2916,2004-12-28,12,2,0,60,58,0.15,0.8,5.43,0,0,0,0,0,1
2917,2004-12-29,12,3,0,57,70,0.6,0,4.55,0,0,1,0,0,0
2918,2004-12-30,12,4,1,65,74,0,0,4.26,0,0,0,0,0,0
2919,2004-12-31,12,5,0,68,71,0,0,5.86,0,1,0,0,0,0
2920,2005-01-01,1,6,0,71,56,0.01,0.3,5.4,0,0,0,0,1,0
2921,2005-01-02,1,7,0,54,55,0.5,2.7,4.08,0,0,0,0,1,0
2922,2005-01-03,1,1,0,50,49,1.14,0,4.58,0,0,0,0,0,1
2923,2005-01-04,1,2,0,50,51,1.64,1.1,7.3,0,0,1,0,0,1
2924,2005-01-05,1,3,0,50,50,1.18,1.3,5.26,0,0,1,0,0,1
2925,2005-01-06,1,4,0,52,50,1.32,0.6,5.46,0,0,1,0,0,1
2926,2005-01-07,1,5,0,55,74,0.67,0.1,5.98,0,0,1,0,0,0
2927,2005-01-08,1,6,0,75,71,0.11,0,3.03,0,0,0,0,1,0
2928,2005-01-09,1,7,0,74,81,0.02,0,3.81,0,0,0,0,1,0
2929,2005-01-10,1,1,0,75,72,0,0,5.4,0,0,0,0,0,0
2930,2005-01-11,1,2,0,72,65,0.03,0,5.45,0,0,0,0,0,1
2931,2005-01-12,1,3,0,71,54,0,0.3,4.45,0,0,0,0,0,1
2932,2005-01-13,1,4,0,51,48,0.4,0.1,6.28,0,0,1,0,0,1
2933,2005-01-14,1,5,0,48,44,0.21,2.5,4.88,0,0,1,0,0,1
2934,2005-01-15,1,6,0,45,32,0.82,0.2,7.25,0,0,1,0,1,0
2935,2005-01-16,1,7,1,30,30,0.24,0.1,7.21,0,0,0,0,1,0
2936,2005-01-17,1,1,0,33,37,0.08,0.1,7.33,0,0,0,0,0,1
2937,2005-01-18,1,2,0,34,36,0.08,0.3,6.18,0,1,1,0,0,1
2938,2005-01-19,1,3,0,37,29,0.22,0.1,7.86,0,0,1,0,0,1
2939,2005-01-20,1,4,0,30,41,0.13,0.2,7.88,0,0,1,0,0,1
2940,2005-01-21,1,5,0,38,41,0.17,0.7,6.61,0,0,1,0,0,1
2941,2005-01-22,1,6,0,40,33,0.66,0.6,4.01,0,0,1,0,1,0
2942,2005-01-23,1,7,0,32,36,0.49,0.6,5.33,0,0,0,0,1,0
2943,2005-01-24,1,1,0,36,28,0.46,0.8,5.85,0,0,0,1,0,1
2944,2005-01-25,1,2,0,28,27,0.66,0.1,4.61,0,0,0,1,0,0
2945,2005-01-26,1,3,0,29,36,0.13,0,9.01,0,0,0,1,0,0
2946,2005-01-27,1,4,0,36,27,0,0.2,8.9,0,0,0,1,0,0
2947,2005-01-28,1,5,0,27,38,0.16,0,9.55,0,0,0,1,0,0
2948,2005-01-29,1,6,0,38,25,0.01,0.3,7.9,0,0,0,1,1,0
2949,2005-01-30,1,7,0,26,43,0.28,0,8.53,0,0,0,1,1,0
2950,2005-01-31,1,1,0,47,46,0,0,9.58,0,0,0,0,0,0
2951,2005-02-01,2,2,0,51,48,0,0,9.08,0,0,1,0,0,1
2952,2005-02-02,2,3,0,48,53,0,0,8.16,0,0,1,0,0,1
2953,2005-02-03,2,4,0,52,48,0,0,8.63,0,0,1,0,0,1
2954,2005-02-04,2,5,0,47,53,0.01,0,7.85,0,0,0,0,0,1
2955,2005-02-05,2,6,0,51,36,0,0.6,11.81,0,0,1,0,1,0
2956,2005-02-06,2,7,0,35,42,0.59,0.7,5.35,0,0,0,0,1,0
2957,2005-02-07,2,1,0,38,33,0.86,0.4,1.68,0,0,0,0,0,1
2958,2005-02-08,2,2,0,37,37,0.51,0.6,5.2,0,1,1,0,0,1
2959,2005-02-09,2,3,0,39,45,0.47,0.8,3.93,0,0,1,0,0,1
2960,2005-02-10,2,4,0,42,66,0.63,0,3.55,0,0,1,0,0,0
2961,2005-02-11,2,5,0,63,62,0.04,0,3.86,0,0,0,0,0,0
2962,2005-02-12,2,6,0,63,62,0,0,4.31,0,0,0,0,1,0
2963,2005-02-13,2,7,0,64,64,0.03,0.1,5.66,0,0,0,0,1,0
2964,2005-02-14,2,1,0,61,56,0.1,0.3,4.73,0,0,0,0,0,1
2965,2005-02-15,2,2,0,60,21,0.3,0.5,2.91,0,0,1,0,0,1
2966,2005-02-16,2,3,0,23,11,0.81,0.9,5.9,0,0,1,0,0,1
2967,2005-02-17,2,4,0,11,28,0.81,1,5.08,0,0,1,0,0,1
2968,2005-02-18,2,5,0,28,38,0.92,0,6.11,0,0,1,0,0,1
2969,2005-02-19,2,6,0,39,39,0.44,0.5,5.08,0,0,1,0,1,0
2970,2005-02-20,2,7,1,39,34,0.45,0.3,5.95,0,0,0,0,1,0
2971,2005-02-21,2,1,0,33,54,0.38,0,6.61,0,0,0,0,0,1
2972,2005-02-22,2,2,0,60,27,0,0.4,6.65,0,0,0,0,0,1
2973,2005-02-23,2,3,0,29,19,0.6,0.5,7.16,0,0,1,0,0,1
2974,2005-02-24,2,4,0,18,29,0.65,0.5,3.93,0,0,1,0,0,1
2975,2005-02-25,2,5,0,28,24,0.51,1.1,4.5,0,0,1,0,0,1
2976,2005-02-26,2,6,0,23,23,0.84,0.7,5.11,0,0,1,0,1,0
2977,2005-02-27,2,7,0,24,16,0.92,0.4,6.23,0,0,0,0,1,0
2978,2005-02-28,2,1,0,16,23,0.54,0.5,4.43,0,0,0,0,0,1
2979,2005-03-01,3,2,0,22,16,0.72,0,5.38,0,0,1,0,0,1
2980,2005-03-02,3,3,0,16,26,0.06,0.2,0,0,0,1,0,0,1
2981,2005-03-03,3,4,0,26,20,0.24,0.1,6.21,0,0,1,0,0,1
2982,2005-03-04,3,5,0,20,19,0.06,0.1,2.81,0,0,1,0,0,1
2983,2005-03-05,3,6,0,21,13,0.16,0.1,5.5,0,0,1,0,1,0
2984,2005-03-06,3,7,0,13,31,0.1,0.1,3.4,0,0,0,0,1,0
2985,2005-03-07,3,1,0,31,27,0.05,0.3,5.75,0,0,0,0,0,1
2986,2005-03-08,3,2,0,25,28,0.27,0.1,9.31,0,1,1,0,0,1
2987,2005-03-09,3,3,0,28,49,0.1,0.5,5.25,0,0,1,0,0,1
2988,2005-03-10,3,4,0,54,56,0.75,0.6,4.2,0,0,1,0,0,1
2989,2005-03-11,3,5,0,52,64,1.23,0.7,3.33,0,0,1,0,0,1
2990,2005-03-12,3,6,0,60,54,0.48,0,3.63,0,0,1,0,1,0
2991,2005-03-13,3,7,0,57,54,1.07,0,2.86,0,0,0,0,1,0
2992,2005-03-14,3,1,0,56,54,0.21,0.8,3.71,0,0,0,0,0,1
2993,2005-03-15,3,2,0,53,51,0.59,0,3.48,0,0,1,0,0,1
2994,2005-03-16,3,3,0,49,43,1.17,0.1,2.7,0,0,1,0,0,1
2995,2005-03-17,3,4,0,42,48,0.46,0.1,4.85,0,0,1,0,0,1
2996,2005-03-18,3,5,0,44,47,0.12,0,8.26,0,0,1,0,0,1
2997,2005-03-19,3,6,0,48,41,0,0.1,10.36,0,0,1,0,1,0
2998,2005-03-20,3,7,0,44,53,0.21,0.2,7.68,0,0,0,0,1,0
2999,2005-03-21,3,1,0,48,41,0.17,0.1,8.28,0,0,0,0,0,1
3000,2005-03-22,3,2,0,42,41,0.09,0.1,9.56,0,0,1,0,0,1
3001,2005-03-23,3,3,0,42,45,0.06,0,6.1,0,0,1,0,0,1
3002,2005-03-24,3,4,0,48,39,0,0.1,10.1,0,0,1,0,0,1
3003,2005-03-25,3,5,0,36,44,0.13,0,2.93,0,0,1,0,0,1
3004,2005-03-26,3,6,0,41,38,0,0.1,13.33,0,0,0,0,1,0
3005,2005-03-27,3,7,0,40,41,0.07,0.2,8.26,0,0,0,0,1,0
3006,2005-03-28,3,1,0,40,41,0.3,0.1,5.56,0,0,0,0,0,1
3007,2005-03-29,3,2,0,44,40,0.04,0.1,13.78,0,0,1,0,0,1
3008,2005-03-30,3,3,0,43,40,0.19,0,5.76,0,0,0,0,0,1
3009,2005-03-31,3,4,0,42,37,0.02,0.2,4.75,0,0,1,0,0,1
3010,2005-04-01,4,5,0,37,45,0.19,0,3.41,0,0,1,0,0,1
3011,2005-04-02,4,6,0,45,38,0,0.1,5.5,0,0,1,0,1,0
3012,2005-04-03,4,7,0,38,41,0.06,0,1.86,0,0,0,0,1,0
3013,2005-04-04,4,1,0,44,41,0.02,0,7,1,0,0,0,0,1
3014,2005-04-05,4,2,0,42,40,0,0,8.13,0,0,0,0,0,1
3015,2005-04-06,4,3,0,39,42,0,0,7.7,0,0,0,0,0,1
3016,2005-04-07,4,4,0,44,42,0,0,5.05,0,0,1,0,0,1
